cg1	cg2	cg3	cg4	cg5	cg6	cg7	cg8	cg9	cg10	cg11	cg12	cg13	cg14	cg15	cg16	cg17	cg18	cg19	cg20	cg21	cg22	cg23	cg24	cg25	cg26	cg27	cg28	cg29	cg30	cg31	cg32	cg33	cg34	cg35	cg36	cg37	cg38	cg39	cg40	cg41	cg42	cg43	cg44	cg45	cg46	cg47	cg48	cg49	cg50	cg51	cg52	cg53	cg54	cg55	cg56	cg57	cg58	cg59	cg60	cg61	cg62	cg63	cg64	cg65	cg66	cg67	cg68	cg69	cg70	cg71	cg72	cg73	cg74	cg75	cg76	cg77	cg78	cg79	cg80	cg81	cg82	cg83	cg84	cg85	cg86	cg87	cg88	cg89	cg90	cg91	cg92	cg93	cg94	cg95	cg96	cg97	cg98	cg99	cg100	cg101	cg102	cg103	cg104	cg105	cg106	cg107	cg108	cg109	cg110	cg111	cg112	cg113	cg114	cg115	cg116	cg117	cg118	cg119	cg120	cg121	cg122	cg123	cg124	cg125	cg126	cg127	cg128	cg129	cg130	cg131	cg132	cg133	cg134	cg135	cg136	cg137	cg138	cg139	cg140	cg141	cg142	cg143	cg144	cg145	cg146	cg147	cg148	cg149	cg150	cg151	cg152	cg153	cg154	cg155	cg156	cg157	cg158	cg159	cg160	cg161	cg162	cg163	cg164	cg165	cg166	cg167	cg168	cg169	cg170	cg171	cg172	cg173	cg174	cg175	cg176	cg177	cg178	cg179	cg180	cg181	cg182	cg183	cg184	cg185	cg186	cg187	cg188	cg189	cg190	cg191	cg192	cg193	cg194	cg195	cg196	cg197	cg198	cg199	cg200
0.8391118	0.3599861	0.8388365	0.9214714	0.2113282	0.06811989	0.6579181	0.9179476	0.787711	0.8750338	0.08597803	0.07210588	0.8645658	0.7986004	0.9425366	0.9043427	0.6969328	0.05619769	0.9356861	0.9508971	0.8513679	0.9204859	0.7244473	0.8506285	0.409872	0.9059165	0.3194152	0.891906	0.2266868	0.8500947	0.07967861	0.05174434	0.06690203	0.06364739	0.7705636	0.8517514	0.783865	0.06909821	0.8379123	0.05385477	0.9276401	0.864588	0.2608788	0.7725401	0.07980122	0.8282074	0.7478578	0.06481481	0.08384795	0.6978368	0.08183497	0.1312165	0.8532329	0.8799288	0.4925684	0.2445887	0.5940802	0.980676	0.9554769	0.971208	0.9365726	0.9571117	0.7547093	0.6374063	0.8858337	0.8000684	0.6925409	0.8732495	0.02384586	0.7625005	0.7563536	0.8534027	0.9016909	0.912987	0.8789037	0.8830237	0.9165341	0.09605115	0.1536334	0.5194864	0.868431	0.08466468	0.1119113	0.06823529	0.1337951	0.1338021	0.1194164	0.9887763	0.9188815	0.1040985	0.02639696	0.05174465	0.9158038	0.1143868	0.0748193	0.07727515	0.7796618	0.948058	0.6959527	0.07255988	0.1063423	0.05257186	0.686827	0.1469435	0.9633915	0.8295861	0.965481	0.919668	0.0304687	0.8795593	0.8955811	0.02053093	0.8735333	0.9341025	0.9391497	0.1917139	0.7104176	0.9326004	0.8807319	0.03428936	0.03413854	0.9637931	0.5182183	0.4387097	0.862774	0.8791138	0.1173276	0.725091	0.1142491	0.8865427	0.2042544	0.8913004	0.9160693	0.0687901	0.9245064	0.8766475	0.09341124	0.9012078	0.3341324	0.5544826	0.08848324	0.02917752	0.9176675	0.3933576	0.7688878	0.8882106	0.6358353	0.1278761	0.08042836	0.8416675	0.1553901	0.8420678	0.5259101	0.9370742	0.03426955	0.88232	0.9189078	0.8787062	0.8837468	0.862874	0.8020125	0.6000268	0.01464247	0.825887	0.9186812	0.8096827	0.6507053	0.6972616	0.8519646	0.03847229	0.0606836	0.7747133	0.06015738	0.07793397	0.9583175	0.1355623	0.8405082	0.8434647	0.04761343	0.08366013	0.5158602	0.1117395	0.1956297	0.1945545	0.8703582	0.2897244	0.1936732	0.04793566	0.4020562	0.6971124	0.1527759	0.9407812	0.8537115	0.9030592	0.9697956	0.7584179	0.1295858	0.6158502	0.8141583	0.9304406
0.8286775	0.3586221	0.808234	0.9065172	0.3121767	0.05223252	0.694545	0.8739917	0.8333955	0.7956296	0.09848113	0.06802636	0.8438472	0.7591681	0.9109805	0.8864596	0.8167845	0.07447623	0.8331134	0.9275531	0.8485202	0.8891265	0.6734983	0.8169907	0.4173031	0.9013758	0.2592883	0.8672891	0.2269825	0.8545154	0.0856974	0.06594571	0.04629039	0.07055215	0.7484915	0.8428543	0.8155242	0.07096997	0.8683603	0.04082318	0.9008395	0.8283517	0.2727223	0.6787356	0.06986526	0.8324166	0.6762365	0.04539745	0.1465246	0.5411865	0.1093793	0.1292581	0.8275805	0.8750156	0.5352312	0.2440278	0.5022569	0.9752541	0.9007078	0.963867	0.9299203	0.9499636	0.7367288	0.6526533	0.8398246	0.8161954	0.7390176	0.9082091	0.0280917	0.7521393	0.7160856	0.842773	0.9110495	0.9293942	0.8435742	0.8277804	0.8791857	0.1132348	0.1509475	0.4885954	0.8253464	0.1036996	0.1009506	0.1702986	0.1602903	0.1243308	0.1263104	0.9846802	0.9247956	0.07108342	0.02717185	0.05690004	0.9032584	0.1119875	0.07009453	0.08850403	0.7807841	0.9270186	0.6197289	0.07922342	0.1024322	0.1439607	0.5834143	0.1520211	0.9758767	0.8037661	0.9524494	0.8998811	0.03003003	0.8390061	0.8680328	0.009722004	0.88595	0.892351	0.9169273	0.20962	0.7024126	0.9089581	0.8084361	0.040275	0.04410125	0.9491698	0.4859886	0.3338961	0.8919723	0.8843103	0.1325348	0.7655172	0.1023777	0.8250327	0.1851636	0.8672357	0.8530526	0.08398753	0.9113213	0.8607499	0.1070066	0.8384436	0.2280044	0.5167853	0.07669335	0.02421453	0.881376	0.5376011	0.7418764	0.8739086	0.6761789	0.08364084	0.09359575	0.8477398	0.1466951	0.8405392	0.6951854	0.9208525	0.0394598	0.8541602	0.8915033	0.8745359	0.8606256	0.8716797	0.777854	0.5504092	0.03158691	0.7767074	0.9203948	0.7837424	0.6369003	0.7155547	0.7768295	0.05288988	0.06133708	0.7350371	0.0629027	0.0605562	0.9282876	0.1687884	0.8071652	0.8554264	0.04782791	0.09210091	0.4364984	0.1165525	0.2023039	0.1833573	0.8636158	0.2096074	0.1850856	0.0360378	0.3533161	0.6775552	0.193474	0.9422341	0.8781623	0.8619412	0.9556056	0.656792	0.08470166	0.4462472	0.7770016	0.7805377
0.7931151	0.3498127	0.8145719	0.9344842	0.2333494	0.06722562	0.7172924	0.923686	0.8299591	0.8948194	0.1158618	0.06608438	0.8693462	0.8539127	0.9257249	0.9031579	0.7790236	0.06493957	0.9058051	0.9527462	0.8620613	0.9182388	0.6903781	0.8656373	0.4131473	0.8940172	0.2794209	0.8915089	0.3383699	0.8452348	0.08936521	0.07191366	0.06907661	0.07057615	0.7276803	0.8611614	0.800381	0.0607224	0.8199686	0.05141273	0.8940465	0.8590245	0.2781343	0.7317994	0.06981838	0.8383592	0.7041247	0.04060823	0.07983623	0.6475853	0.1017703	0.1442782	0.8467701	0.8932939	0.5472383	0.262048	0.5548262	0.9798303	0.9368668	0.9730086	0.9597121	0.9636678	0.721581	0.6120512	0.8736241	0.763762	0.7389969	0.9271946	0.02895884	0.7254919	0.7268155	0.8715037	0.9186707	0.9203917	0.8228498	0.9021704	0.9171553	0.08711935	0.1463032	0.3642322	0.8578175	0.08066995	0.1246074	0.09987064	0.1843459	0.1232273	0.1340923	0.9899968	0.9279862	0.0631068	0.02503772	0.06617906	0.9058205	0.1160879	0.07414468	0.1114757	0.751236	0.9454616	0.8165412	0.06537204	0.1346773	0.03216753	0.6627631	0.1541108	0.943827	0.8233715	0.956571	0.9060234	0.02483107	0.8966332	0.8758137	0.01413281	0.845536	0.9178297	0.9301161	0.2203567	0.7253544	0.9395532	0.8441046	0.041074	0.04367159	0.8917256	0.5695513	0.3387863	0.8707597	0.8851431	0.120083	0.7300881	0.0986671	0.8230004	0.212513	0.8679514	0.9113675	0.07465564	0.929701	0.86066	0.07903202	0.9315773	0.2174309	0.6685059	0.07789528	0.02605979	0.9205207	0.4120114	0.7853982	0.9214497	0.7089761	0.08504653	0.09775665	0.8119724	0.1408299	0.8437135	0.6986114	0.9232872	0.03568413	0.8299825	0.9488055	0.9109263	0.8909646	0.8800558	0.8112498	0.5366267	0.01747877	0.8342508	0.924659	0.7990192	0.6241431	0.6923665	0.845419	0.04116705	0.06036722	0.7330306	0.07516623	0.07332677	0.9530699	0.2385515	0.882424	0.8490036	0.06209245	0.08013785	0.5181165	0.1090597	0.2137106	0.2113646	0.8781741	0.2581494	0.1737302	0.06291102	0.4328919	0.7613957	0.1760751	0.9440306	0.8761707	0.8842223	0.9696421	0.7719958	0.1519216	0.6316047	0.7908163	0.788057
0.7206541	0.3376793	0.7454734	0.863498	0.3263333	0.03821169	0.4788655	0.8694004	0.7359266	0.7874003	0.07265507	0.03492199	0.7532852	0.844425	0.9198921	0.929972	0.7928715	0.04314471	0.9198102	0.914452	0.7819766	0.9068509	0.6196484	0.8022054	0.4649691	0.8689489	0.3133206	0.8065039	0.2535589	0.7464496	0.1118718	0.02739726	0.06881709	0.06330708	0.6719255	0.778836	0.7090145	0.0390128	0.7046632	0.03903875	0.9192899	0.7424234	0.2716573	0.6441726	0.04747249	0.8654743	0.8198316	0.04787415	0.05446958	0.844223	0.04754587	0.0897274	0.7669322	0.8487874	0.4954949	0.2922841	0.5294578	0.9818681	0.8851423	0.9817557	0.8927028	0.9471382	0.6132055	0.5123593	0.8863583	0.6831912	0.5914143	0.8334644	0.01874657	0.663223	0.6586797	0.7817464	0.8921648	0.8785967	0.8145478	0.8556978	0.8667881	0.07632901	0.1160587	0.3798776	0.8393941	0.06920078	0.07362682	0.08542821	0.142156	0.09802055	0.08638835	0.9830178	0.8865542	0.04293671	0.02558358	0.05057471	0.8485062	0.07772458	0.05062198	0.05553649	0.7440553	0.9665729	0.5734773	0.04759225	0.08639374	0.02614542	0.6075936	0.1379941	0.9869857	0.7775891	0.9694661	0.8541259	0.02477805	0.8558753	0.8415864	0.01302589	0.7953736	0.867866	0.8986355	0.2153978	0.7833804	0.8934713	0.7688819	0.03213084	0.0435805	0.9830803	0.4866226	0.2742817	0.7811326	0.8229821	0.07006026	0.6799307	0.109432	0.8221171	0.1852373	0.7792301	0.8598425	0.04808621	0.8574421	0.7893567	0.06523704	0.8711119	0.2732939	0.4171264	0.04873677	0.01712846	0.8621314	0.1059742	0.6611674	0.8721174	0.5924308	0.04836991	0.06391507	0.7635033	0.09930847	0.7668368	0.6631313	0.9071248	0.03020704	0.7981609	0.9072978	0.844502	0.82331	0.7788535	0.7288638	0.562631	0.007360979	0.7785373	0.8671772	0.6946655	0.5845196	0.6615539	0.7839247	0.03354254	0.03457065	0.7061438	0.05263158	0.07725825	0.9437404	0.1341086	0.7712201	0.8048374	0.04839076	0.0516546	0.4621966	0.084815987	0.1646924	0.2254208	0.7796592	0.2229386	0.1147161	0.04177021	0.2908435	0.6029027	0.08821532	0.9333215	0.7683814	0.8412863	0.9670069	0.6929639	0.09304914	0.6352021	0.6967307	0.8816257
0.7803722	0.3738157	0.7950488	0.8837374	0.3264331	0.04819907	0.6256742	0.9010291	0.7918782	0.8500496	0.07788016	0.04916341	0.8468102	0.9142932	0.9288517	0.8799962	0.496379	0.1000762	0.8764189	0.9153714	0.7961659	0.8822778	0.6465027	0.8248856	0.3979066	0.8637084	0.2804015	0.8629631	0.2525014	0.8039585	0.09480994	0.05023375	0.06068563	0.0719556	0.7630644	0.809862	0.7646325	0.06112862	0.7821755	0.04070345	0.8984402	0.8290823	0.3238551	0.7072871	0.06654017	0.8310456	0.6700569	0.0436793	0.05807346	0.6081515	0.0615844	0.08867522	0.8179726	0.8683259	0.5249627	0.2709338	0.5206521	0.980994	0.945	0.9670169	0.9235287	0.9579509	0.6848168	0.604012	0.834847	0.7214206	0.6671678	0.9034984	0.03463052	0.6714612	0.7335582	0.8002794	0.8913802	0.8948047	0.8521318	0.8591856	0.8557679	0.09494736	0.1298807	0.5423729	0.8354919	0.07058085	0.1066038	0.1022861	0.1334734	0.08570241	0.1006846	0.98653971	0.8858382	0.06624489	0.04199383	0.0754804	0.8799978	0.08699484	0.05512355	0.064504	0.7273538	0.9398094	0.5383114	0.05606121	0.09372763	0.0874341	0.5433862	0.1227802	0.9359457	0.7665656	0.9690871	0.9004569	0.02727875	0.8525945	0.8300642	0.0276278	0.8501298	0.9008217	0.923281	0.1501004	0.585596	0.9198381	0.8077857	0.04118199	0.04949141	0.9364984	0.4751868	0.2818344	0.8383158	0.8534556	0.1046973	0.6931329	0.07322459	0.8239943	0.1475594	0.8601953	0.8108553	0.05310576	0.8812448	0.8409833	0.07509181	0.8859286	0.2141757	0.4588141	0.07473476	0.02397576	0.8798275	0.4318393	0.7312036	0.898195	0.6511628	0.0691812	0.06323824	0.8540275	0.1177782	0.8023027	0.813936	0.8661476	0.04891514	0.8436652	0.90129381	0.8314943	0.8490714	0.8278068	0.7328592	0.5727312	0.02584238	0.7386625	0.8833719	0.7383791	0.6944145	0.6401711	0.827525	0.04875544	0.0420148	0.7579565	0.08618267	0.09859727	0.9493265	0.1635708	0.8070852	0.7940069	0.06152901	0.06274801	0.4477582	0.07943748	0.197175	0.175665	0.8567078	0.2186872	0.1252818	0.05177032	0.410958	0.5908445	0.1471875	0.920437	0.8235212	0.8814543	0.9396789	0.7707862	0.1169256	0.5314354	0.7766639	0.9082471
0.7841727	0.3861896	0.7896288	0.86959	0.2641035	0.06430742	0.5520951	0.9199108	0.8005757	0.8716237	0.09881713	0.0431493	0.8418045	0.850915	0.9394229	0.8790822	0.6011751	0.0739895	0.9331803	0.9317153	0.8211197	0.883572	0.7089794	0.831097	0.4169651	0.8818012	0.347403	0.8580704	0.2233461	0.7902563	0.1292065	0.06320527	0.04634702	0.06789009	0.6686053	0.8266571	0.6804821	0.05880066	0.7603999	0.04661838	0.8622283	0.8232398	0.2526886	0.7449261	0.08551992	0.8664455	0.8108158	0.04677488	0.07655868	0.8355693	0.0848948	0.1287138	0.7539487	0.8565112	0.5651495	0.2890458	0.6538775	0.9821078	0.8835995	0.9756309	0.9128041	0.9476401	0.6594793	0.5737215	0.8825024	0.7288037	0.6298411	0.8986798	0.04579419	0.6967536	0.6826765	0.8074954	0.9193316	0.8911223	0.8878183	0.8486258	0.8762433	0.09886746	0.1316609	0.5315175	0.8623201	0.07101496	0.1480954	0.01701323	0.1831986	0.1455055	0.1236481	0.9889677	0.8934872	0.07995378	0.02519168	0.06329114	0.8767375	0.1447871	0.05672319	0.1131761	0.7808236	0.9440443	0.5855191	0.07314689	0.127762	0.07552209	0.739389	0.1639037	0.9906841	0.7135153	0.9736126	0.9393569	0.03055499	0.8415591	0.7922177	0.01216862	0.8344865	0.9018532	0.9092739	0.2876547	0.8016999	0.9093137	0.849296	0.02718692	0.04782868	0.9678777	0.4900541	0.4767893	0.8289928	0.8789396	0.1113238	0.7743433	0.1225383	0.8234683	0.2373389	0.7948704	0.8699924	0.07128569	0.9032155	0.7746134	0.08865389	0.91482	0.3169543	0.5252275	0.09120983	0.01937984	0.9294046	0.1548486	0.7238086	0.9004266	0.5954941	0.06722911	0.08121911	0.7692972	0.1381523	0.7872552	0.7755708	0.9052073	0.04528353	0.8176619	0.8904265	0.8580745	0.877453	0.8512077	0.7962559	0.5058101	0.01868869	0.7788271	0.8785305	0.8316222	0.6621917	0.7042911	0.8184643	0.05562061	0.03887324	0.6910553	0.08642424	0.1117682	0.9330637	0.1768578	0.8442029	0.809661	0.05053563	0.08909453	0.6018043	0.1041335	0.2322711	0.205776	0.8453444	0.2114143	0.1785223	0.07208142	0.3731359	0.7139906	0.1333121	0.9129575	0.8271425	0.8492996	0.9483231	0.8009259	0.1258098	0.6948283	0.7595227	0.6943242
0.8271756	0.3910709	0.8328287	0.8898588	0.2122905	0.09365641	0.7289864	0.9065614	0.8259572	0.8457113	0.1398081	0.07745267	0.8750771	0.8662367	0.9338526	0.8212044	0.8522462	0.08492693	0.9214272	0.9302585	0.8588704	0.8864057	0.7510253	0.8557386	0.4638038	0.895925	0.3841453	0.862601	0.2347792	0.8403497	0.1269884	0.08248971	0.09160211	0.07602382	0.8204049	0.8818847	0.811104	0.07874086	0.8468212	0.0546497	0.9001004	0.8410932	0.2887644	0.7360322	0.08664845	0.8644518	0.8455505	0.04533146	0.09158381	0.9130455	0.09578069	0.2449489	0.8673142	0.8926935	0.5760645	0.230307	0.5595378	0.9775499	0.9276113	0.9771476	0.9328904	0.9396403	0.8049327	0.6323074	0.8646871	0.8111312	0.6850893	0.9261453	0.02868276	0.7343077	0.710733	0.858445	0.9219675	0.9254507	0.8989613	0.9006972	0.9037181	0.1248523	0.1915528	0.3849974	0.8514296	0.1200441	0.1308008	0.07012387	0.1874171	0.1560881	0.1518344	0.9837415	0.9177486	0.1038792	0.0435127	0.06862442	0.9031852	0.1217821	0.07625461	0.0990814	0.8395223	0.9295828	0.6441755	0.1059133	0.1311354	0.08234999	0.7272298	0.1825213	0.9533377	0.8336071	0.9640197	0.9331965	0.03731976	0.8597634	0.8930149	0.01626066	0.8855286	0.9170356	0.9404544	0.2698507	0.8727381	0.9384966	0.8889737	0.05530959	0.04682367	0.9367338	0.5327932	0.4143353	0.8680005	0.8801642	0.1503314	0.768858	0.1514185	0.8705167	0.2360222	0.8900889	0.9225101	0.0856271	0.9192837	0.882919	0.1025984	0.8976425	0.4204671	0.5677142	0.09311061	0.02284496	0.9172155	0.07801965	0.7360301	0.9214195	0.680528	0.0893401	0.09714842	0.8507804	0.2026499	0.8488311	0.7945448	0.9280255	0.04920729	0.8607936	0.9246246	0.8817345	0.8845099	0.8634185	0.8126912	0.5406326	0.02994012	0.8690256	0.9175286	0.8322908	0.6732061	0.7467862	0.8707167	0.05159257	0.06466801	0.7682763	0.05089606	0.06360723	0.9535118	0.193499	0.8708798	0.8332483	0.0592055	0.08903844	0.5380764	0.1413407	0.2445707	0.3175409	0.8601432	0.2566744	0.2580645	0.0563335	0.4243692	0.6987175	0.1579499	0.954617	0.8061751	0.884147	0.959048	0.7067489	0.1626422	0.666378	0.8092527	0.8102493
0.8219963	0.3893517	0.7976152	0.9109805	0.2472659	0.06692161	0.6525556	0.9203013	0.8223102	0.8612973	0.1014424	0.06745508	0.8862389	0.7931498	0.9309341	0.8918461	0.7129525	0.0967926	0.93678	0.9534287	0.8482211	0.8844166	0.7437422	0.8720073	0.4884768	0.8997172	0.349136	0.8789311	0.2608137	0.8446182	0.1154831	0.0524435	0.08098087	0.0759649	0.8140403	0.8819394	0.7912465	0.07068986	0.8165447	0.04791802	0.8928891	0.8308356	0.296765	0.6476818	0.09062815	0.8644216	0.769263	0.02779003	0.08910087	0.7439161	0.08163965	0.1697479	0.8204864	0.8930795	0.5729892	0.2686877	0.55	0.9907945	0.9434717	0.9826999	0.9323976	0.9356012	0.7142694	0.6875051	0.8803272	0.7734756	0.7039337	0.9117076	0.0218193	0.7313321	0.7396702	0.8528915	0.931771	0.9178526	0.8726782	0.8930566	0.9069436	0.1070135	0.1598195	0.4618557	0.8346873	0.08130446	0.1227637	0.06203044	0.1550285	0.09236263	0.1453708	0.98966364	0.8988566	0.0485613	0.03505337	0.05458467	0.8797143	0.1223532	0.06544136	0.07245778	0.773276	0.9612462	0.7787333	0.07261597	0.1256568	0.04271061	0.6694036	0.1573008	0.970272	0.7846466	0.9657888	0.9219086	0.02976646	0.8632208	0.9194014	0.01306272	0.8716	0.9117765	0.9245542	0.2228571	0.7969472	0.9318671	0.8614555	0.05000474	0.05281381	0.9525176	0.5336238	0.3576714	0.8583809	0.8672843	0.115918	0.6948433	0.1513878	0.8227848	0.2153877	0.8690668	0.887972	0.07441221	0.9060398	0.8636956	0.09325493	0.8916811	0.2920833	0.5552467	0.09101005	0.02135911	0.922979	0.2577031	0.7087635	0.8822705	0.6900634	0.05061051	0.1098549	0.8605859	0.1607036	0.8399614	0.7209184	0.9278103	0.042855814	0.8438156	0.9534091	0.8354724	0.8825035	0.8553302	0.7919677	0.5405183	0.02521187	0.8130285	0.921005	0.7770675	0.5955049	0.7136465	0.8774602	0.04519695	0.03564877	0.7436615	0.08203896	0.07968524	0.966296	0.1349526	0.8629154	0.8481995	0.05722702	0.08090975	0.5078973	0.1064529	0.2169328	0.2945347	0.8612631	0.2912435	0.1699527	0.05452287	0.3947652	0.754082	0.1405674	0.9452544	0.7614693	0.8796819	0.9679996	0.741214	0.1465275	0.6245066	0.7917693	0.8921116
0.7865598	0.3980699	0.8467279	0.9431179	0.2835944	0.05776057	0.658812	0.9153608	0.8426309	0.8563181	0.1098915	0.06128872	0.8678629	0.9365069	0.9409215	0.8539677	0.6741394	0.06051397	0.9266112	0.956417	0.8687828	0.8738155	0.7475018	0.8762584	0.4476708	0.9052439	0.3737203	0.8785143	0.4075539	0.8380855	0.1207178	0.06212664	0.0538576	0.08336328	0.767028	0.8513728	0.7408039	0.09046872	0.8143036	0.06032222	0.8515436	0.8664042	0.2996092	0.7483227	0.08675999	0.884026	0.8654005	0.05301169	0.08011296	0.8767327	0.08066911	0.1547808	0.8453313	0.9216673	0.6480537	0.2633885	0.7303888	0.9812171	0.9411765	0.9777878	0.9513395	0.9147832	0.7080765	0.6319993	0.8903561	0.8012048	0.7036569	0.9067479	0.02188962	0.7245507	0.7035714	0.8447554	0.9344302	0.9351642	0.9100875	0.9193373	0.9128785	0.1210227	0.1606705	0.4867991	0.8519474	0.08594195	0.1670979	0.061213507	0.1781703	0.1602971	0.1203398	0.9856237	0.929476	0.0712558	0.05213409	0.06128673	0.9021262	0.1305481	0.06590232	0.08717386	0.8157459	0.9563962	0.7284868	0.07066285	0.1430596	0.07007336	0.7575884	0.1827036	0.958515	0.8315849	0.9533036	0.9127402	0.0260189	0.8119335	0.9047886	0.02014679	0.8724514	0.9213806	0.9501026	0.2813187	0.8451247	0.941161	0.8883402	0.03981968	0.04663917	0.9472165	0.5560566	0.4092879	0.901783	0.8908098	0.1367896	0.7571154	0.1273287	0.89466	0.281817	0.8594145	0.8666861	0.06786666	0.9466667	0.8617852	0.07640495	0.9405594	0.3438202	0.5508142	0.08693787	0.0213273	0.9267153	0.2402468	0.7691948	0.9222794	0.6737511	0.1417732	0.09019356	0.845327	0.1534633	0.863817	0.7796699	0.9426546	0.04572735	0.8498992	0.9312084	0.8789348	0.8988264	0.8805305	0.8283664	0.6117355	0.02397779	0.8622654	0.9327849	0.8225754	0.7488228	0.7656683	0.8597403	0.05707836	0.04607843	0.7880487	0.04555869	0.10252	0.9535257	0.2093101	0.8902097	0.8603289	0.06908996	0.07820041	0.6256985	0.09816371	0.2332298	0.2454417	0.8416482	0.2557613	0.2170174	0.06933977	0.4418423	0.7453709	0.1736551	0.944868	0.8581296	0.8754634	0.9588721	0.7097471	0.1907241	0.7405789	0.8239621	0.8964134
0.8206328	0.3528781	0.8142772	0.9082556	0.2567177	0.05974356	0.7362596	0.9182544	0.8049465	0.8440893	0.1067358	0.07068081	0.8651367	0.8652769	0.9247573	0.8584991	0.5684018	0.07591934	0.9246472	0.9250145	0.8272905	0.9073365	0.7122821	0.8522905	0.4442467	0.8743961	0.2876313	0.8688701	0.2088998	0.8554937	0.08780874	0.07259592	0.09567504	0.07865823	0.8061684	0.870275	0.8756285	0.08389877	0.884612	0.04870849	0.9191499	0.8434393	0.3067532	0.710578	0.09621958	0.8318875	0.7686475	0.05738978	0.09752142	0.8127717	0.08887404	0.180609	0.8524138	0.8837774	0.5055157	0.2181486	0.4108262	0.979238	0.9148184	0.9686357	0.9432776	0.9482194	0.7569923	0.6868527	0.8827637	0.8034826	0.6504933	0.9018112	0.02965271	0.7380136	0.7004061	0.8157223	0.8981038	0.9149149	0.8857977	0.8564934	0.9080251	0.1252408	0.1732816	0.4488933	0.8522906	0.1084669	0.102165	0.06072383	0.1537487	0.1236926	0.1463881	0.9755545	0.9142914	0.06948099	0.04302613	0.06418509	0.9000401	0.1165662	0.07632653	0.07580071	0.76581	0.9340259	0.5658864	0.07100592	0.1197928	0.07904679	0.6271837	0.1410125	0.9765387	0.8457114	0.9633629	0.9045489	0.03783613	0.8596272	0.9044402	0.01358752	0.8813917	0.9055164	0.9471049	0.1887432	0.7723229	0.936051	0.838968	0.04991725	0.05642613	0.9239002	0.5671564	0.38125	0.8635405	0.8851445	0.1277118	0.7588809	0.2127904	0.8763231	0.1651249	0.8647486	0.8725744	0.07865169	0.922007	0.869448	0.08981233	0.9030612	0.2822224	0.4925053	0.09780862	0.02796496	0.9102675	0.2937605	0.7280015	0.903625	0.6616789	0.08020759	0.1009195	0.8908113	0.1850032	0.878347	0.6821162	0.9204975	0.03734412	0.8578432	0.9299238	0.8612952	0.8650962	0.8601791	0.7753471	0.4596257	0.02820254	0.7969165	0.9196356	0.7894952	0.611837	0.7000927	0.8525262	0.05265739	0.06796437	0.7578366	0.07361296	0.08411677	0.9477483	0.1618136	0.8580376	0.8435879	0.06633821	0.09511212	0.4227748	0.09431484	0.2045617	0.2051937	0.8602015	0.2816134	0.2322275	0.05493573	0.4101068	0.6900335	0.1515234	0.9451445	0.8213959	0.8755395	0.9684168	0.721437	0.1460627	0.5044318	0.8178719	0.895846
0.7809486	0.3541874	0.811564	0.8900501	0.2452577	0.06004019	0.5703886	0.9370062	0.8103111	0.8660681	0.09321581	0.06221537	0.8211886	0.8778802	0.9573827	0.9093775	0.7159184	0.05662122	0.9628241	0.9252191	0.8430133	0.8770167	0.7486765	0.8420271	0.4832442	0.9061978	0.3529091	0.8758742	0.2559013	0.8112596	0.1122582	0.0575191	0.06120577	0.09666052	0.7034591	0.8500192	0.7122456	0.04900674	0.7485793	0.0593378	0.8569897	0.8316894	0.2937936	0.6926412	0.08854277	0.8400975	0.7957945	0.02883156	0.07576904	0.838295	0.08880724	0.1027681	0.7980047	0.8872671	0.5506349	0.2609227	0.6912795	0.9794725	0.9146277	0.9829946	0.9306436	0.9439247	0.654242	0.5657094	0.8633998	0.6611396	0.6763618	0.8870288	0.0164193	0.731354	0.7348214	0.8210037	0.9196808	0.8954397	0.8788747	0.8926924	0.906412	0.0975965	0.1316499	0.4131736	0.8454345	0.07653324	0.1369539	0.04524214	0.1843229	0.1309463	0.1245013	0.9928076	0.9271981	0.0534398	0.02891595	0.05758195	0.9057202	0.1312911	0.07058351	0.09012245	0.7894401	0.9584991	0.6989118	0.07606679	0.121841	0.03670254	0.7135946	0.1836479	0.9854953	0.7220243	0.9634324	0.9062416	0.02508825	0.8360341	0.8836219	0.02209274	0.8411203	0.9172004	0.9311686	0.2798942	0.8044426	0.9336165	0.8492168	0.04532164	0.05083507	0.96568	0.527589	0.5203671	0.8613092	0.878389	0.1163516	0.7265425	0.1398358	0.8281987	0.2339557	0.8302574	0.8725858	0.08468229	0.9068232	0.8552067	0.07621413	0.9267982	0.3016711	0.4968452	0.1043608	0.03103721	0.9184676	0.1971922	0.7369266	0.9132029	0.651481	0.06321134	0.07089494	0.8117116	0.1491283	0.7828481	0.7863691	0.9435906	0.03501715	0.8173721	0.9375312	0.8804631	0.8929912	0.8705696	0.7968697	0.6050185	0.01779851	0.8411325	0.9115135	0.7768684	0.6730979	0.7133774	0.8408358	0.05665441	0.03674805	0.6818588	0.05372939	0.08419877	0.9450743	0.2024288	0.8760905	0.8285781	0.05711305	0.07447456	0.6195754	0.1269853	0.2474598	0.2123757	0.8462633	0.2928382	0.1455234	0.07252639	0.3499112	0.6570929	0.1064196	0.9337268	0.8501696	0.890712	0.9632554	0.8361483	0.1521012	0.7000251	0.7142627	0.9038428
